DOI,MLA,APA,Chicago,Harvard,Vancouver
"10.1088/1742-6596/2406/1/012028","Setiyawan, A. “Wireless Engine Diagnostic Tool Based on Internet of Things (IoT) With PiOBD-II Using Raspberry on Honda Jazz VTEC.” Journal of Physics: Conference Series, vol. 2406, no. 1, IOP Publishing, 1 Dec. 2022, p. 012028. Crossref, https://doi.org/10.1088/1742-6596/2406/1/012028.","Setiyawan, A. (2022). Wireless Engine Diagnostic Tool Based on Internet of Things (IoT) With PiOBD-II Using Raspberry on Honda Jazz VTEC. In Journal of Physics: Conference Series (Vol. 2406, Issue 1, p. 012028). IOP Publishing. https://doi.org/10.1088/1742-6596/2406/1/012028","Setiyawan, A. 2022. “Wireless Engine Diagnostic Tool Based on Internet of Things (IoT) With PiOBD-II Using Raspberry on Honda Jazz VTEC.” Journal of Physics: Conference Series. IOP Publishing. https://doi.org/10.1088/1742-6596/2406/1/012028.","Setiyawan, A. (2022) “Wireless Engine Diagnostic Tool Based on Internet of Things (IoT) With PiOBD-II Using Raspberry on Honda Jazz VTEC,” Journal of Physics: Conference Series. IOP Publishing. Available at: https://doi.org/10.1088/1742-6596/2406/1/012028.","Setiyawan A. Wireless Engine Diagnostic Tool Based on Internet of Things (IoT) With PiOBD-II Using Raspberry on Honda Jazz VTEC. J Phys: Conf Ser 2022;2406:012028. https://doi.org/10.1088/1742-6596/2406/1/012028."
"10.1109/ICED.2016.7804656","Nor Azni, Mohd, et al. “Home Automation System with Android Application.” 2016 3rd International Conference on Electronic Design (ICED), IEEE, Aug. 2016. Crossref, https://doi.org/10.1109/iced.2016.7804656.","Nor Azni, M., Vellasami, L., Zianal, A. H., Mohammed, F. A., Mohd Daud, N. N., Vejasegaran, R., Basharudin, N. W., Jusoh, M., Azir, K., & Kan, P. L. E. (2016). Home automation system with android application. In 2016 3rd International Conference on Electronic Design (ICED). 2016 3rd International Conference on Electronic Design (ICED). IEEE. https://doi.org/10.1109/iced.2016.7804656","Nor Azni, Mohd, L. Vellasami, A.H. Zianal, F.A. Mohammed, N.N. Mohd Daud, R. Vejasegaran, N.W. Basharudin, M Jusoh, Ku Azir, and P.L. Eh Kan. 2016. “Home Automation System with Android Application.” 2016 3rd International Conference on Electronic Design (ICED). IEEE. https://doi.org/10.1109/iced.2016.7804656.","Nor Azni, M. et al. (2016) “Home automation system with android application,” 2016 3rd International Conference on Electronic Design (ICED). 2016 3rd International Conference on Electronic Design (ICED), IEEE. Available at: https://doi.org/10.1109/iced.2016.7804656.","Nor Azni M, Vellasami L, Zianal AH, Mohammed FA, Mohd Daud NN, Vejasegaran R, et al. Home automation system with android application. 2016 3rd International Conference on Electronic Design (ICED) 2016. https://doi.org/10.1109/iced.2016.7804656."
"10.1109/CoST57098.2022.00062","Ma, Rui, et al. “An Intelligent Caregiver Elderly Robot Based on Raspberry Pi.” 2022 International Conference on Culture-Oriented Science and Technology (CoST), IEEE, Aug. 2022. Crossref, https://doi.org/10.1109/cost57098.2022.00062.","Ma, R., Lei, L., Li, B., Dan, M., Wang, X., & Liu, Y. (2022). An Intelligent Caregiver Elderly Robot Based on Raspberry Pi. In 2022 International Conference on Culture-Oriented Science and Technology (CoST). 2022 International Conference on Culture-Oriented Science and Technology (CoST). IEEE. https://doi.org/10.1109/cost57098.2022.00062","Ma, Rui, Ling Lei, Bingjie Li, Meng Dan, Xinyao Wang, and Yitong Liu. 2022. “An Intelligent Caregiver Elderly Robot Based on Raspberry Pi.” 2022 International Conference on Culture-Oriented Science and Technology (CoST). IEEE. https://doi.org/10.1109/cost57098.2022.00062.","Ma, R. et al. (2022) “An Intelligent Caregiver Elderly Robot Based on Raspberry Pi,” 2022 International Conference on Culture-Oriented Science and Technology (CoST). 2022 International Conference on Culture-Oriented Science and Technology (CoST), IEEE. Available at: https://doi.org/10.1109/cost57098.2022.00062.","Ma R, Lei L, Li B, Dan M, Wang X, Liu Y. An Intelligent Caregiver Elderly Robot Based on Raspberry Pi. 2022 International Conference on Culture-Oriented Science and Technology (CoST) 2022. https://doi.org/10.1109/cost57098.2022.00062."
"10.1109/HNICEM.2014.7016253","Abaya, Wilson Feipeng, et al. “Low Cost Smart Security Camera with Night Vision Capability Using Raspberry Pi and OpenCV.” 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM), IEEE, Nov. 2014. Crossref, https://doi.org/10.1109/hnicem.2014.7016253.","Abaya, W. F., Basa, J., Sy, M., Abad, A. C., & Dadios, E. P. (2014). Low cost smart security camera with night vision capability using Raspberry Pi and OpenCV. In 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM). 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM). IEEE. https://doi.org/10.1109/hnicem.2014.7016253","Abaya, Wilson Feipeng, Jimmy Basa, Michael Sy, Alexander C. Abad, and Elmer P. Dadios. 2014. “Low Cost Smart Security Camera with Night Vision Capability Using Raspberry Pi and OpenCV.” 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM). IEEE. https://doi.org/10.1109/hnicem.2014.7016253.","Abaya, W.F. et al. (2014) “Low cost smart security camera with night vision capability using Raspberry Pi and OpenCV,” 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM). 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM), IEEE. Available at: https://doi.org/10.1109/hnicem.2014.7016253.","Abaya WF, Basa J, Sy M, Abad AC, Dadios EP. Low cost smart security camera with night vision capability using Raspberry Pi and OpenCV. 2014 International Conference on Humanoid, Nanotechnology, Information Technology, Communication and Control, Environment and Management (HNICEM) 2014. https://doi.org/10.1109/hnicem.2014.7016253."
"10.1007/978-981-10-7398-4_4","Lee, Hung-Te, et al. “Building Emotion Recognition Control System Using Raspberry Pi.” Lecture Notes in Electrical Engineering, Springer Singapore, 2018, pp. 36–45. Crossref, https://doi.org/10.1007/978-981-10-7398-4_4.","Lee, H.-T., Chen, R.-C., & Wei, D. (2018). Building Emotion Recognition Control System Using Raspberry Pi. In Lecture Notes in Electrical Engineering (pp. 36–45). Springer Singapore. https://doi.org/10.1007/978-981-10-7398-4_4","Lee, Hung-Te, Rung-Ching Chen, and David Wei. 2018. “Building Emotion Recognition Control System Using Raspberry Pi.” Lecture Notes in Electrical Engineering. Springer Singapore. https://doi.org/10.1007/978-981-10-7398-4_4.","Lee, H.-T., Chen, R.-C. and Wei, D. (2018) “Building Emotion Recognition Control System Using Raspberry Pi,” Lecture Notes in Electrical Engineering. Springer Singapore. Available at: https://doi.org/10.1007/978-981-10-7398-4_4.","Lee H-T, Chen R-C, Wei D. Building Emotion Recognition Control System Using Raspberry Pi. Lecture Notes in Electrical Engineering 2018:36–45. https://doi.org/10.1007/978-981-10-7398-4_4."
"10.1109/NTMS.2018.8328750","Ibrahim, Saeed, et al. “Remote Data Acquisition Using Raspberry Pi3.” 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS), IEEE, Feb. 2018. Crossref, https://doi.org/10.1109/ntms.2018.8328750.","Ibrahim, S., Al Harmi, N., Al Naqbi, E., Iqbal, F., Mouheb, D., & Alfandi, O. (2018). Remote Data Acquisition Using Raspberry Pi3. In 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). IEEE. https://doi.org/10.1109/ntms.2018.8328750","Ibrahim, Saeed, Nawwaf Al Harmi, Ebrahim Al Naqbi, Farkhund Iqbal, Djedjiga Mouheb, and Omar Alfandi. 2018. “Remote Data Acquisition Using Raspberry Pi3.” 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). IEEE. https://doi.org/10.1109/ntms.2018.8328750.","Ibrahim, S. et al. (2018) “Remote Data Acquisition Using Raspberry Pi3,” 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS). 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS), IEEE. Available at: https://doi.org/10.1109/ntms.2018.8328750.","Ibrahim S, Al Harmi N, Al Naqbi E, Iqbal F, Mouheb D, Alfandi O. Remote Data Acquisition Using Raspberry Pi3. 2018 9th IFIP International Conference on New Technologies, Mobility and Security (NTMS) 2018. https://doi.org/10.1109/ntms.2018.8328750."
"10.3991/IJOE.V17I14.25525","Zárate-Moedano, Ramón, et al. “Remote Laboratory, Based on Raspberry Pi, to Facilitate Scientific Experimentation for Secondary School Students.” International Journal of Online and Biomedical Engineering (iJOE), vol. 17, no. 14, International Association of Online Engineering (IAOE), 14 Dec. 2021, pp. 154–63. Crossref, https://doi.org/10.3991/ijoe.v17i14.25525.","Zárate-Moedano, R., Canchola-Magdaleno, S. L., & Arrington-Báez, A. A. (2021). Remote Laboratory, Based on Raspberry Pi, to Facilitate Scientific Experimentation for Secondary School Students. In International Journal of Online and Biomedical Engineering (iJOE) (Vol. 17, Issue 14, pp. 154–163). International Association of Online Engineering (IAOE). https://doi.org/10.3991/ijoe.v17i14.25525","Zárate-Moedano, Ramón, Sandra Luz Canchola-Magdaleno, and Alejandro Asvin Arrington-Báez. 2021. “Remote Laboratory, Based on Raspberry Pi, to Facilitate Scientific Experimentation for Secondary School Students.” International Journal of Online and Biomedical Engineering (iJOE). International Association of Online Engineering (IAOE). https://doi.org/10.3991/ijoe.v17i14.25525.","Zárate-Moedano, R., Canchola-Magdaleno, S.L. and Arrington-Báez, A.A. (2021) “Remote Laboratory, Based on Raspberry Pi, to Facilitate Scientific Experimentation for Secondary School Students,” International Journal of Online and Biomedical Engineering (iJOE). International Association of Online Engineering (IAOE). Available at: https://doi.org/10.3991/ijoe.v17i14.25525.","Zárate-Moedano R, Canchola-Magdaleno SL, Arrington-Báez AA. Remote Laboratory, Based on Raspberry Pi, to Facilitate Scientific Experimentation for Secondary School Students. Int J Onl Eng 2021;17:154–63. https://doi.org/10.3991/ijoe.v17i14.25525."
"10.1109/ICECA49313.2020.9297408","Vidhya Lavanya, R., et al. “Detection and Classification of Diabetic Retinopathy Using Raspberry PI.” 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA), IEEE, 5 Nov. 2020. Crossref, https://doi.org/10.1109/iceca49313.2020.9297408.","Vidhya Lavanya, R., EP, S., Jayakumari, C., & Isaac, R. (2020). Detection and Classification of Diabetic Retinopathy using Raspberry PI. In 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA). 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA). IEEE. https://doi.org/10.1109/iceca49313.2020.9297408","Vidhya Lavanya, R, Sumesh EP, C Jayakumari, and Roshini Isaac. 2020. “Detection and Classification of Diabetic Retinopathy Using Raspberry PI.” 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA). IEEE. https://doi.org/10.1109/iceca49313.2020.9297408.","Vidhya Lavanya, R. et al. (2020) “Detection and Classification of Diabetic Retinopathy using Raspberry PI,” 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA). 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA), IEEE. Available at: https://doi.org/10.1109/iceca49313.2020.9297408.","Vidhya Lavanya R, EP S, Jayakumari C, Isaac R. Detection and Classification of Diabetic Retinopathy using Raspberry PI. 2020 4th International Conference on Electronics, Communication and Aerospace Technology (ICECA) 2020. https://doi.org/10.1109/iceca49313.2020.9297408."
"10.1109/GET.2016.7916648","Khelbude, Priyanka, and Sushama Shelke. “Real Time Iris Controlled Robot.” 2016 Online International Conference on Green Engineering and Technologies (IC-GET), IEEE, Nov. 2016. Crossref, https://doi.org/10.1109/get.2016.7916648.","Khelbude, P., & Shelke, S. (2016). Real time iris controlled robot. In 2016 Online International Conference on Green Engineering and Technologies (IC-GET). 2016 Online International Conference on Green Engineering and Technologies (IC-GET). IEEE. https://doi.org/10.1109/get.2016.7916648","Khelbude, Priyanka, and Sushama Shelke. 2016. “Real Time Iris Controlled Robot.” 2016 Online International Conference on Green Engineering and Technologies (IC-GET). IEEE. https://doi.org/10.1109/get.2016.7916648.","Khelbude, P. and Shelke, S. (2016) “Real time iris controlled robot,” 2016 Online International Conference on Green Engineering and Technologies (IC-GET). 2016 Online International Conference on Green Engineering and Technologies (IC-GET), IEEE. Available at: https://doi.org/10.1109/get.2016.7916648.","Khelbude P, Shelke S. Real time iris controlled robot. 2016 Online International Conference on Green Engineering and Technologies (IC-GET) 2016. https://doi.org/10.1109/get.2016.7916648."
"10.1007/978-981-10-1721-6_86","Zulkifli, Shamsul Aizam, et al. “Investigation on Raspberry Pi Microcontroller as Digital Processing Controller in Back to Back Converter.” 9th International Conference on Robotic, Vision, Signal Processing and Power Applications, Springer Singapore, 30 Sept. 2016, pp. 799–806. Crossref, https://doi.org/10.1007/978-981-10-1721-6_86.","Zulkifli, S. A., Mamat, I., Mokhtarudin, M. N. H., & Shah, S. A. (2016). Investigation on Raspberry Pi Microcontroller as Digital Processing Controller in Back to Back Converter. In 9th International Conference on Robotic, Vision, Signal Processing and Power Applications (pp. 799–806). Springer Singapore. https://doi.org/10.1007/978-981-10-1721-6_86","Zulkifli, Shamsul Aizam, Ibrahim Mamat, Muhammad Nor Hafiz Mokhtarudin, and Shahrizan Ahmad Shah. 2016. “Investigation on Raspberry Pi Microcontroller as Digital Processing Controller in Back to Back Converter.” 9th International Conference on Robotic, Vision, Signal Processing and Power Applications. Springer Singapore. https://doi.org/10.1007/978-981-10-1721-6_86.","Zulkifli, S.A. et al. (2016) “Investigation on Raspberry Pi Microcontroller as Digital Processing Controller in Back to Back Converter,” 9th International Conference on Robotic, Vision, Signal Processing and Power Applications. Springer Singapore. Available at: https://doi.org/10.1007/978-981-10-1721-6_86.","Zulkifli SA, Mamat I, Mokhtarudin MNH, Shah SA. Investigation on Raspberry Pi Microcontroller as Digital Processing Controller in Back to Back Converter. 9th International Conference on Robotic, Vision, Signal Processing and Power Applications 2016:799–806. https://doi.org/10.1007/978-981-10-1721-6_86."
"10.1145/3469213.3470680","Wei, Shuyi, et al. “Design of Chinese Wolfberry Picking Robot System.” 2021 2nd International Conference on Artificial Intelligence and Information Systems, ACM, 28 May 2021. Crossref, https://doi.org/10.1145/3469213.3470680.","Wei, S., Hao, J., Liu, S., & Zhang, X. (2021). Design of Chinese Wolfberry Picking Robot System. In 2021 2nd International Conference on Artificial Intelligence and Information Systems. ICAIIS 2021: 2021 2nd International Conference on Artificial Intelligence and Information Systems. ACM. https://doi.org/10.1145/3469213.3470680","Wei, Shuyi, Jian Hao, Shijin Liu, and Xiuxia Zhang. 2021. “Design of Chinese Wolfberry Picking Robot System.” 2021 2nd International Conference on Artificial Intelligence and Information Systems. ACM. https://doi.org/10.1145/3469213.3470680.","Wei, S. et al. (2021) “Design of Chinese Wolfberry Picking Robot System,” 2021 2nd International Conference on Artificial Intelligence and Information Systems. ICAIIS 2021: 2021 2nd International Conference on Artificial Intelligence and Information Systems, ACM. Available at: https://doi.org/10.1145/3469213.3470680.","Wei S, Hao J, Liu S, Zhang X. Design of Chinese Wolfberry Picking Robot System. 2021 2nd International Conference on Artificial Intelligence and Information Systems 2021. https://doi.org/10.1145/3469213.3470680."
